,epsilon,a3,Barrier,Sh.Cor,Eldm,dU(N),dU(P),dP(N),dP(P),BC,BS
9743,0.86,0.094,9.3508,,,,,,,,
9745,0.86,0.098,9.8915,,,,,,,,
9606,0.8500000000000001,0.022,1.5313,,,,,,,,
10078,0.89,0.158,-3.6001,,,,,,,,
9557,0.8400000000000001,0.126,15.9265,,,,,,,,
9901,0.88,0.006,-6.5071,,,,,,,,
9556,0.8400000000000001,0.124,14.8872,,,,,,,,
9975,0.88,0.154,5.2642,,,,,,,,
9458,0.8300000000000001,0.13,15.5169,,,,,,,,
8386,0.7300000000000001,0.006,16.5666,,,,,,,,
8652,0.75,0.134,14.1759,,,,,,,,
9469,0.8300000000000001,0.152,16.5196,,,,,,,,
9290,0.81,0.198,17.7105,,,,,,,,
8854,0.77,0.134,14.8789,,,,,,,,
8756,0.76,0.14,14.3164,,,,,,,,
8754,0.76,0.136,14.1175,,,,,,,,
10033,0.89,0.068,-13.5595,,,,,,,,
10035,0.89,0.07200000000000001,-13.0666,,,,,,,,
3133,0.21,0.004,19.5805,,,,,,,,
10050,0.89,0.10200000000000001,-8.3108,,,,,,,,
3134,0.21,0.006,19.5776,,,,,,,,
10020,0.89,0.042,-15.149,,,,,,,,
9594,0.8400000000000001,0.2,17.8991,,,,,,,,
5655,0.45000000000000007,0.2,24.0093,,,,,,,,
6232,0.51,0.14200000000000002,21.6998,,,,,,,,
10031,0.89,0.064,-14.0352,,,,,,,,
5148,0.4,0.196,22.9701,,,,,,,,
9941,0.88,0.08600000000000001,-0.3903,,,,,,,,
9303,0.8200000000000001,0.022,7.6164,,,,,,,,
9118,0.8,0.056,10.9808,,,,,,,,
9722,0.86,0.052000000000000005,1.9533,,,,,,,,
9721,0.86,0.05,1.7049,,,,,,,,
9973,0.88,0.15,4.2831,,,,,,,,
9375,0.8200000000000001,0.166,16.0103,,,,,,,,
9759,0.86,0.126,12.5865,,,,,,,,
9659,0.8500000000000001,0.128,16.1264,,,,,,,,
9372,0.8200000000000001,0.16,16.0949,,,,,,,,
9762,0.86,0.132,12.8943,,,,,,,,
2774,0.17,0.094,18.3232,,,,,,,,
8457,0.7300000000000001,0.148,16.0321,,,,,,,,
10019,0.89,0.04,-15.2214,,,,,,,,
8456,0.7300000000000001,0.146,15.9318,,,,,,,,
9917,0.88,0.038,-6.6228,,,,,,,,
9315,0.8200000000000001,0.046,8.4828,,,,,,,,
10047,0.89,0.096,-8.8825,,,,,,,,
7336,0.62,0.128,16.8514,,,,,,,,
7538,0.64,0.128,16.3966,,,,,,,,
6600,0.55,0.07,16.2793,,,,,,,,
7496,0.64,0.044,16.8015,,,,,,,,
7437,0.63,0.128,16.5992,,,,,,,,
7396,0.63,0.046,16.4572,,,,,,,,
6394,0.53,0.062,15.8435,,,,,,,,
6396,0.53,0.066,16.0717,,,,,,,,
7335,0.62,0.126,16.7303,,,,,,,,
6495,0.54,0.062,15.9278,,,,,,,,
605,-0.05,0.2,23.7797,,,,,,,,
1008,-0.010000000000000009,0.198,22.1137,,,,,,,,
100,-0.1,0.2,24.7759,,,,,,,,
701,-0.04000000000000001,0.19,22.6971,,,,,,,,
399,-0.07,0.192,23.7927,,,,,,,,
1006,-0.010000000000000009,0.194,21.8268,,,,,,,,
804,-0.03,0.194,22.604,,,,,,,,
199,-0.09000000000000001,0.196,24.4041,,,,,,,,
401,-0.07,0.196,24.0793,,,,,,,,
1109,0.0,0.198,21.7313,,,,,,,,
9535,0.8400000000000001,0.082,10.4331,,,,,,,,
9509,0.8400000000000001,0.03,4.8369,,,,,,,,
9394,0.8300000000000001,0.002,5.292,,,,,,,,
9534,0.8400000000000001,0.08,10.1568,,,,,,,,
8853,0.77,0.132,14.7583,,,,,,,,
9504,0.8400000000000001,0.02,3.8205,,,,,,,,
7732,0.66,0.112,14.9809,,,,,,,,
7464,0.63,0.182,19.9844,,,,,,,,
10101,0.9,0.002,-21.4816,,,,,,,,
9945,0.88,0.094,0.5794,,,,,,,,
9777,0.86,0.162,13.4856,,,,,,,,
10083,0.89,0.168,-3.4979,,,,,,,,
9890,0.87,0.186,10.4866,,,,,,,,
9964,0.88,0.132,3.7195,,,,,,,,
10063,0.89,0.128,-5.9512,,,,,,,,
9592,0.8400000000000001,0.196,17.8039,,,,,,,,
3439,0.24000000000000002,0.01,17.3346,,,,,,,,
3554,0.25,0.038,16.4957,,,,,,,,
3553,0.25,0.036000000000000004,16.4756,,,,,,,,
3847,0.28,0.018000000000000002,13.1564,,,,,,,,
3557,0.25,0.044,16.5633,,,,,,,,
3748,0.27,0.022,14.2534,,,,,,,,
9991,0.88,0.186,5.4046,,,,,,,,
3449,0.24000000000000002,0.03,17.3762,,,,,,,,
3638,0.26,0.004,15.23,,,,,,,,
9735,0.86,0.078,6.5053,,,,,,,,
9996,0.88,0.196,6.043,,,,,,,,
9800,0.87,0.006,-1.6924,,,,,,,,
9617,0.8500000000000001,0.044,3.3502,,,,,,,,
9314,0.8200000000000001,0.044,8.4143,,,,,,,,
9986,0.88,0.176,5.2233,,,,,,,,
9987,0.88,0.178,5.4562,,,,,,,,
9476,0.8300000000000001,0.166,17.5026,,,,,,,,
9702,0.86,0.012,-1.9258,,,,,,,,
10028,0.89,0.058,-14.1265,,,,,,,,
10005,0.89,0.012,-15.718,,,,,,,,
10105,0.9,0.01,-22.3248,,,,,,,,
9505,0.8400000000000001,0.022,3.8387,,,,,,,,
9873,0.87,0.152,9.4214,,,,,,,,
9780,0.86,0.168,13.454,,,,,,,,
9872,0.87,0.15,9.3886,,,,,,,,
10089,0.89,0.18,-3.0491,,,,,,,,
9436,0.8300000000000001,0.08600000000000001,11.2813,,,,,,,,
10067,0.89,0.136,-4.3141,,,,,,,,
8989,0.79,0.0,14.2877,,,,,,,,
10010,0.89,0.022,-15.6989,,,,,,,,
9116,0.8,0.052000000000000005,11.1035,,,,,,,,
9011,0.79,0.044,11.367,,,,,,,,
9546,0.8400000000000001,0.10400000000000001,13.8222,,,,,,,,
9467,0.8300000000000001,0.148,16.4545,,,,,,,,
9862,0.87,0.13,9.2456,,,,,,,,
9544,0.8400000000000001,0.1,13.3709,,,,,,,,
9863,0.87,0.132,9.3222,,,,,,,,
9822,0.87,0.05,-0.311,,,,,,,,
9880,0.87,0.166,9.6807,,,,,,,,
9494,0.8400000000000001,0.0,3.8309,,,,,,,,
10052,0.89,0.106,-8.1365,,,,,,,,
10111,0.9,0.022,-21.2928,,,,,,,,
10049,0.89,0.1,-8.5025,,,,,,,,
9820,0.87,0.046,-0.765,,,,,,,,
9933,0.88,0.07,-2.782,,,,,,,,
7112,0.6000000000000001,0.084,15.5675,,,,,,,,
9900,0.88,0.004,-6.5202,,,,,,,,
9885,0.87,0.176,10.3408,,,,,,,,
9703,0.86,0.014,-1.888,,,,,,,,
9705,0.86,0.018000000000000002,-1.7877,,,,,,,,
9382,0.8200000000000001,0.18,16.8037,,,,,,,,
9380,0.8200000000000001,0.176,16.6194,,,,,,,,
9383,0.8200000000000001,0.182,16.908,,,,,,,,
9381,0.8200000000000001,0.178,16.7114,,,,,,,,
9465,0.8300000000000001,0.14400000000000002,16.2819,,,,,,,,
9603,0.8500000000000001,0.016,1.8863,,,,,,,,
8058,0.6900000000000001,0.158,16.7467,,,,,,,,
1619,0.06,0.006,15.5801,,,,,,,,
9386,0.8200000000000001,0.188,17.3591,,,,,,,,
9299,0.8200000000000001,0.014,7.9115,,,,,,,,
7657,0.65,0.164,18.4368,,,,,,,,
7759,0.66,0.166,18.5542,,,,,,,,
8026,0.6900000000000001,0.094,14.6679,,,,,,,,
7251,0.61,0.16,19.1544,,,,,,,,
7150,0.6000000000000001,0.16,19.478,,,,,,,,
9017,0.79,0.056,11.7959,,,,,,,,
9018,0.79,0.058,11.8111,,,,,,,,
8116,0.7000000000000001,0.07200000000000001,14.9328,,,,,,,,
9000,0.79,0.022,13.5368,,,,,,,,
9016,0.79,0.054,11.7895,,,,,,,,
9471,0.8300000000000001,0.156,17.6543,,,,,,,,
9627,0.8500000000000001,0.064,6.2076,,,,,,,,
9385,0.8200000000000001,0.186,17.3343,,,,,,,,
10055,0.89,0.112,-7.3582,,,,,,,,
10051,0.89,0.10400000000000001,-8.1313,,,,,,,,
7270,0.61,0.198,21.5173,,,,,,,,
9079,0.79,0.18,17.5727,,,,,,,,
10075,0.89,0.152,-3.8199,,,,,,,,
10106,0.9,0.012,-21.3441,,,,,,,,
7025,0.5900000000000001,0.112,16.7974,,,,,,,,
7024,0.5900000000000001,0.11,16.6854,,,,,,,,
9094,0.8,0.008,12.6445,,,,,,,,
9298,0.8200000000000001,0.012,7.942,,,,,,,,
9801,0.87,0.008,-1.6951,,,,,,,,
9237,0.81,0.092,12.4709,,,,,,,,
8966,0.78,0.156,16.0578,,,,,,,,
8129,0.7000000000000001,0.098,15.1137,,,,,,,,
10201,-0.1,0.0,15.9663,4.3037,11.663,2.576,2.62,-0.334,-0.559,0.994,1.028
10215,0.011,0.089,15.6773,3.3674,12.31,1.638,1.975,0.121,-0.367,0.994,1.03
10245,0.344,0.089,13.5921,-0.1622,13.754,-0.583,-0.029,0.328,0.123,0.977,1.059
10289,0.789,0.178,17.4776,1.3361,16.141,-0.875,2.142,0.347,-0.277,0.866,1.24
10258,0.456,0.155,22.5605,5.2436,17.317,2.574,3.65,-0.039,-0.941,0.96,1.093
10282,0.789,0.022,13.5868,2.0469,11.54,3.109,-1.057,-0.545,0.54,0.866,1.233
10233,0.233,0.044,17.9678,6.2721,11.696,3.817,4.149,-0.828,-0.866,0.988,1.039
10224,0.122,0.067,17.8149,6.3091,11.506,4.536,3.952,-1.297,-0.881,0.993,1.03
10284,0.789,0.067,12.0302,-0.1317,12.162,-0.188,-0.137,0.04,0.154,0.866,1.234
10239,0.233,0.178,18.8724,2.1948,16.678,1.708,1.548,-0.788,-0.274,0.983,1.055
10277,0.678,0.133,16.1175,-0.6208,16.738,-1.697,0.693,0.247,0.136,0.909,1.173
10212,0.011,0.022,14.6275,3.8314,10.796,1.811,2.276,0.118,-0.373,0.995,1.025
10229,0.122,0.178,17.7095,1.2786,16.431,0.882,0.408,-0.101,0.089,0.988,1.046
10259,0.456,0.178,23.5903,5.2143,18.376,2.673,3.949,-0.242,-1.165,0.959,1.096
10285,0.789,0.089,12.8565,0.1593,12.697,-0.752,1.131,-0.155,-0.065,0.866,1.235
10237,0.233,0.133,18.32,3.9241,14.396,2.832,2.762,-0.94,-0.73,0.985,1.048
10288,0.789,0.155,16.2286,1.1215,15.107,-1.192,2.68,0.12,-0.487,0.866,1.239
10290,0.789,0.2,18.0944,0.8218,17.273,-0.246,0.644,0.381,0.042,0.866,1.242
10218,0.011,0.155,18.6048,3.0468,15.558,2.214,0.981,-0.396,0.248,0.991,1.039
10236,0.233,0.111,18.164,4.6845,13.479,3.142,3.095,-0.842,-0.711,0.986,1.045
10240,0.233,0.2,19.3726,1.3452,18.027,0.922,0.957,-0.473,-0.06,0.981,1.06
10253,0.456,0.044,11.8516,-2.1611,14.013,-1.519,-1.874,0.53,0.702,0.963,1.081
10261,0.567,0.0,15.7239,1.1838,14.54,2.485,-0.465,-0.863,0.027,0.942,1.116
10279,0.678,0.178,18.1837,-0.4592,18.643,-0.542,0.467,-0.418,0.033,0.907,1.178
10300,0.9,0.2,-7.2293,2.2993,-9.529,0.204,3.189,-0.432,-0.662,0.816,1.278
10210,-0.1,0.2,24.761,4.2537,20.507,3.242,2.459,-0.701,-0.746,0.987,1.054
10153,0.9,0.106,-13.2675,,,,,,,,
9809,0.87,0.024,-2.6455,,,,,,,,
3944,0.29000000000000004,0.01,12.0666,,,,,,,,
8224,0.7100000000000001,0.08600000000000001,15.219,,,,,,,,
10108,0.9,0.016,-21.3337,,,,,,,,
5768,0.4700000000000001,0.022,11.0489,,,,,,,,
3245,0.22,0.026000000000000002,18.9457,,,,,,,,
291,-0.08,0.178,22.9917,,,,,,,,
5,-0.1,0.01,15.9922,,,,,,,,
9913,0.88,0.03,-5.9802,,,,,,,,
310,-0.07,0.014,16.5684,,,,,,,,
816,-0.020000000000000004,0.016,15.2281,,,,,,,,
9507,0.8400000000000001,0.026000000000000002,3.9059,,,,,,,,
9542,0.8400000000000001,0.096,12.8849,,,,,,,,
3645,0.26,0.018000000000000002,15.2883,,,,,,,,
10096,0.89,0.194,-2.8223,,,,,,,,
4069,0.30000000000000004,0.058,12.6863,,,,,,,,
9199,0.81,0.016,10.9135,,,,,,,,
9514,0.8400000000000001,0.04,5.1417,,,,,,,,
9738,0.86,0.084,7.3909,,,,,,,,
9071,0.79,0.164,16.7712,,,,,,,,
9432,0.8300000000000001,0.078,10.2322,,,,,,,,
9733,0.86,0.074,5.9371,,,,,,,,
8162,0.7000000000000001,0.164,17.3783,,,,,,,,
10036,0.89,0.074,-12.8167,,,,,,,,
1691,0.06,0.15,17.4492,,,,,,,,
9306,0.8200000000000001,0.028,7.6107,,,,,,,,
1993,0.09,0.148,17.091,,,,,,,,
6526,0.54,0.124,19.4955,,,,,,,,
3573,0.25,0.076,17.0955,,,,,,,,
2985,0.18999999999999997,0.112,18.3034,,,,,,,,
2222,0.12,0.0,18.6587,,,,,,,,
10140,0.9,0.08,-17.0323,,,,,,,,
1087,0.0,0.154,18.8463,,,,,,,,
10045,0.89,0.092,-9.7885,,,,,,,,
9870,0.87,0.146,9.6749,,,,,,,,
3271,0.22,0.078,18.5622,,,,,,,,
1817,0.07,0.2,19.6299,,,,,,,,
6781,0.5700000000000001,0.028,15.7638,,,,,,,,
2510,0.13999999999999999,0.17200000000000001,17.5593,,,,,,,,
9025,0.79,0.07200000000000001,12.1206,,,,,,,,
5091,0.4,0.082,13.7925,,,,,,,,
8777,0.76,0.182,16.9529,,,,,,,,
8539,0.74,0.11,14.4074,,,,,,,,
6972,0.5900000000000001,0.006,16.8117,,,,,,,,
10064,0.89,0.13,-5.8084,,,,,,,,
2514,0.13999999999999999,0.18,17.8197,,,,,,,,
9558,0.8400000000000001,0.128,16.3923,,,,,,,,
9816,0.87,0.038,-1.5782,,,,,,,,
10165,0.9,0.13,-8.5623,,,,,,,,
2386,0.13,0.126,16.9484,,,,,,,,
9793,0.86,0.194,14.1887,,,,,,,,
8392,0.7300000000000001,0.018000000000000002,16.8399,,,,,,,,
6279,0.52,0.034,14.1422,,,,,,,,
4868,0.38,0.04,9.1568,,,,,,,,
9841,0.87,0.088,5.4881,,,,,,,,
1432,0.04000000000000001,0.036000000000000004,14.9413,,,,,,,,
5112,0.4,0.124,18.8547,,,,,,,,
10120,0.9,0.04,-20.5999,,,,,,,,
10135,0.9,0.07,-18.1398,,,,,,,,
1595,0.04999999999999999,0.16,18.0188,,,,,,,,
1820,0.07999999999999999,0.004,16.6137,,,,,,,,
10024,0.89,0.05,-14.7526,,,,,,,,
3017,0.18999999999999997,0.176,18.1558,,,,,,,,
2366,0.13,0.08600000000000001,17.577,,,,,,,,
10090,0.89,0.182,-3.0049,,,,,,,,
10074,0.89,0.15,-3.8476,,,,,,,,
10193,0.9,0.186,-7.2788,,,,,,,,
9412,0.8300000000000001,0.038,6.482,,,,,,,,
8851,0.77,0.128,14.263,,,,,,,,
4331,0.31999999999999995,0.178,20.568,,,,,,,,
9510,0.8400000000000001,0.032,4.8914,,,,,,,,
4539,0.33999999999999997,0.19,21.3691,,,,,,,,
4507,0.33999999999999997,0.126,17.387,,,,,,,,
9988,0.88,0.18,5.4652,,,,,,,,
9183,0.8,0.186,17.5019,,,,,,,,
9289,0.81,0.196,17.621,,,,,,,,
9758,0.86,0.124,12.4662,,,,,,,,
9961,0.88,0.126,3.397,,,,,,,,
9899,0.88,0.002,-6.5279,,,,,,,,
9865,0.87,0.136,9.4539,,,,,,,,
9921,0.88,0.046,-6.1654,,,,,,,,
10023,0.89,0.048,-14.8686,,,,,,,,
9715,0.86,0.038,-0.2368,,,,,,,,
10166,0.9,0.132,-8.483,,,,,,,,
6459,0.53,0.192,23.8813,,,,,,,,
2845,0.18000000000000002,0.034,19.9029,,,,,,,,
9092,0.8,0.004,11.9375,,,,,,,,
9787,0.86,0.182,14.5744,,,,,,,,
10071,0.89,0.14400000000000002,-3.965,,,,,,,,
9307,0.8200000000000001,0.03,7.6198,,,,,,,,
9682,0.8500000000000001,0.17400000000000002,16.4515,,,,,,,,
10018,0.89,0.038,-15.2253,,,,,,,,
7228,0.61,0.114,16.3432,,,,,,,,
9914,0.88,0.032,-5.9236,,,,,,,,
9918,0.88,0.04,-6.5238,,,,,,,,
9966,0.88,0.136,3.8875,,,,,,,,
9936,0.88,0.076,-2.0135,,,,,,,,
10117,0.9,0.034,-21.0536,,,,,,,,
10069,0.89,0.14,-4.0789,,,,,,,,
10125,0.9,0.05,-20.0333,,,,,,,,
9748,0.86,0.10400000000000001,10.6453,,,,,,,,
2024,0.1,0.008,17.6679,,,,,,,,
7760,0.66,0.168,18.6874,,,,,,,,
8079,0.6900000000000001,0.2,19.5134,,,,,,,,
8577,0.74,0.186,17.6831,,,,,,,,
9674,0.8500000000000001,0.158,15.9891,,,,,,,,
9552,0.8400000000000001,0.116,14.4049,,,,,,,,
6063,0.5,0.006,12.2195,,,,,,,,
10007,0.89,0.016,-15.7146,,,,,,,,
9539,0.8400000000000001,0.09,12.5825,,,,,,,,
10041,0.89,0.084,-11.5951,,,,,,,,
6307,0.52,0.09,17.6356,,,,,,,,
7521,0.64,0.094,15.1836,,,,,,,,
9457,0.8300000000000001,0.128,15.4542,,,,,,,,
7137,0.6000000000000001,0.134,17.8481,,,,,,,,
7272,0.62,0.0,18.3303,,,,,,,,
7867,0.67,0.18,18.5317,,,,,,,,
1431,0.04000000000000001,0.034,14.9321,,,,,,,,
9712,0.86,0.032,-0.7703,,,,,,,,
5626,0.45000000000000007,0.14200000000000002,21.6672,,,,,,,,
4951,0.39,0.004,7.6886,,,,,,,,
4849,0.38,0.002,7.6638,,,,,,,,
6414,0.53,0.10200000000000001,18.2998,,,,,,,,
10009,0.89,0.02,-15.7071,,,,,,,,
9293,0.8200000000000001,0.002,8.6389,,,,,,,,
9618,0.8500000000000001,0.046,3.5827,,,,,,,,
7281,0.62,0.018000000000000002,17.7091,,,,,,,,
7587,0.65,0.024,18.086,,,,,,,,
9635,0.8500000000000001,0.08,9.2908,,,,,,,,
5454,0.44000000000000006,0.0,9.2502,,,,,,,,
10037,0.89,0.076,-12.5673,,,,,,,,
4850,0.38,0.004,7.6755,,,,,,,,
10011,0.89,0.024,-15.6871,,,,,,,,
10056,0.89,0.114,-7.1445,,,,,,,,
9204,0.81,0.026000000000000002,10.6569,,,,,,,,
415,-0.060000000000000005,0.022,16.5313,,,,,,,,
9657,0.8500000000000001,0.124,15.9323,,,,,,,,
6021,0.49,0.124,20.5783,,,,,,,,
9788,0.86,0.184,14.6136,,,,,,,,
9396,0.8300000000000001,0.006,5.2933,,,,,,,,
4245,0.31999999999999995,0.006,9.5901,,,,,,,,
9906,0.88,0.016,-6.3562,,,,,,,,
10136,0.9,0.07200000000000001,-17.9179,,,,,,,,
6140,0.5,0.16,23.0142,,,,,,,,
3038,0.19999999999999998,0.016,19.9107,,,,,,,,
3951,0.29000000000000004,0.024,12.2587,,,,,,,,
3891,0.28,0.106,16.7332,,,,,,,,
3550,0.25,0.03,16.4227,,,,,,,,
404,-0.060000000000000005,0.0,16.4525,,,,,,,,
8092,0.7000000000000001,0.024,18.2139,,,,,,,,
9202,0.81,0.022,10.7675,,,,,,,,
9207,0.81,0.032,10.0109,,,,,,,,
203,-0.08,0.002,16.4529,,,,,,,,
3,-0.1,0.006,15.9757,,,,,,,,
9719,0.86,0.046,0.5951,,,,,,,,
389,-0.07,0.17200000000000001,22.3865,,,,,,,,
181,-0.09000000000000001,0.16,21.8915,,,,,,,,
9904,0.88,0.012,-6.4331,,,,,,,,
9367,0.8200000000000001,0.15,15.741,,,,,,,,
9992,0.88,0.188,5.4389,,,,,,,,
9195,0.81,0.008,11.0554,,,,,,,,
9555,0.8400000000000001,0.122,14.784,,,,,,,,
9456,0.8300000000000001,0.126,15.3873,,,,,,,,
27,-0.1,0.054,16.7135,,,,,,,,
119,-0.09000000000000001,0.036000000000000004,16.5527,,,,,,,,
15,-0.1,0.03,16.1987,,,,,,,,
21,-0.1,0.042,16.4203,,,,,,,,
9291,0.81,0.2,17.7992,,,,,,,,
10088,0.89,0.178,-3.0926,,,,,,,,
9676,0.8500000000000001,0.162,16.114,,,,,,,,
10000,0.89,0.002,-15.8113,,,,,,,,
8384,0.7300000000000001,0.002,16.6141,,,,,,,,
8855,0.77,0.136,15.0057,,,,,,,,
8653,0.75,0.136,14.2575,,,,,,,,
8752,0.76,0.132,14.0291,,,,,,,,
505,-0.05,0.0,16.2236,,,,,,,,
9373,0.8200000000000001,0.162,16.1728,,,,,,,,
9898,0.88,0.0,-6.5305,,,,,,,,
7337,0.62,0.13,16.9748,,,,,,,,
10014,0.89,0.03,-15.3928,,,,,,,,
9772,0.86,0.152,13.5157,,,,,,,,
5958,0.48,0.2,24.3347,,,,,,,,
9943,0.88,0.09,0.0741,,,,,,,,
9970,0.88,0.14400000000000002,4.1403,,,,,,,,
9720,0.86,0.048,0.8274,,,,,,,,
6131,0.5,0.14200000000000002,21.851,,,,,,,,
2773,0.17,0.092,18.373,,,,,,,,
9301,0.8200000000000001,0.018000000000000002,7.6381,,,,,,,,
8459,0.7300000000000001,0.152,16.24,,,,,,,,
9638,0.8500000000000001,0.08600000000000001,10.1934,,,,,,,,
7436,0.63,0.126,16.4889,,,,,,,,
9300,0.8200000000000001,0.016,7.6521,,,,,,,,
7440,0.63,0.134,16.9897,,,,,,,,
7338,0.62,0.132,17.1001,,,,,,,,
704,-0.04000000000000001,0.196,23.1321,,,,,,,,
1007,-0.010000000000000009,0.196,21.9699,,,,,,,,
602,-0.05,0.194,23.3447,,,,,,,,
403,-0.07,0.2,24.3682,,,,,,,,
9096,0.8,0.012,12.4859,,,,,,,,
9974,0.88,0.152,5.3257,,,,,,,,
9909,0.88,0.022,-6.2266,,,,,,,,
9851,0.87,0.108,7.6392,,,,,,,,
9981,0.88,0.166,5.216,,,,,,,,
9979,0.88,0.162,5.2252,,,,,,,,
3651,0.26,0.03,15.4032,,,,,,,,
3852,0.28,0.028,13.3106,,,,,,,,
4041,0.30000000000000004,0.002,11.091,,,,,,,,
10058,0.89,0.11800000000000001,-6.7409,,,,,,,,
9897,0.87,0.2,10.8044,,,,,,,,
9989,0.88,0.182,5.5128,,,,,,,,
9296,0.8200000000000001,0.008,8.6337,,,,,,,,
9699,0.86,0.006,-1.2912,,,,,,,,
9201,0.81,0.02,10.8195,,,,,,,,
9647,0.8500000000000001,0.10400000000000001,13.6737,,,,,,,,
9859,0.87,0.124,8.9642,,,,,,,,
9119,0.8,0.058,11.0125,,,,,,,,
9545,0.8400000000000001,0.10200000000000001,13.6019,,,,,,,,
9864,0.87,0.134,9.3913,,,,,,,,
9308,0.8200000000000001,0.032,7.6362,,,,,,,,
9706,0.86,0.02,-1.723,,,,,,,,
8811,0.77,0.048,12.9802,,,,,,,,
7250,0.61,0.158,19.0324,,,,,,,,
7758,0.66,0.164,18.4199,,,,,,,,
8240,0.7100000000000001,0.11800000000000001,15.2736,,,,,,,,
8239,0.7100000000000001,0.116,15.2273,,,,,,,,
5304,0.42000000000000004,0.10400000000000001,17.3512,,,,,,,,
9724,0.86,0.056,2.4754,,,,,,,,
9781,0.86,0.17,13.648,,,,,,,,
9297,0.8200000000000001,0.01,8.6185,,,,,,,,
8967,0.78,0.158,16.198,,,,,,,,
10266,0.567,0.111,17.7886,1.4497,16.339,0.548,1.22,-0.28,-0.038,0.94,1.122
10202,-0.1,0.022,16.0938,4.318,11.776,2.54,2.672,-0.302,-0.591,0.994,1.028
10226,0.122,0.111,16.9813,4.0115,12.97,2.696,2.133,-0.58,-0.238,0.991,1.035
10265,0.567,0.089,16.7519,1.053,15.699,0.896,0.751,-0.463,-0.13,0.941,1.12
10291,0.9,0.0,-21.4152,-2.5402,-18.875,-4.069,1.644,0.71,-0.825,0.807,1.276
10214,0.011,0.067,15.1428,3.5364,11.606,1.656,2.068,0.153,-0.341,0.995,1.028
10220,0.011,0.2,21.4488,2.8477,18.601,2.522,0.362,-0.615,0.579,0.989,1.049
10204,-0.1,0.067,17.0953,4.4169,12.678,2.4,3.114,-0.174,-0.923,0.994,1.031
9429,0.8300000000000001,0.07200000000000001,9.4789,,,,,,,,
9609,0.8500000000000001,0.028,1.7105,,,,,,,,
4566,0.35,0.042,9.573,,,,,,,,
9422,0.8300000000000001,0.058,7.9565,,,,,,,,
1061,0.0,0.10200000000000001,16.3327,,,,,,,,
9415,0.8300000000000001,0.044,6.8891,,,,,,,,
7171,0.61,0.0,17.6991,,,,,,,,
6623,0.55,0.116,18.6072,,,,,,,,
10169,0.9,0.138,-8.3133,,,,,,,,
5851,0.4700000000000001,0.188,24.0463,,,,,,,,
9814,0.87,0.034,-1.9374,,,,,,,,
7073,0.6000000000000001,0.006,17.2606,,,,,,,,
2800,0.17,0.146,17.6108,,,,,,,,
9794,0.86,0.196,14.209,,,,,,,,
10021,0.89,0.044,-15.0664,,,,,,,,
9616,0.8500000000000001,0.042,2.8192,,,,,,,,
9196,0.81,0.01,11.0084,,,,,,,,
4177,0.31000000000000005,0.07200000000000001,12.9816,,,,,,,,
9604,0.8500000000000001,0.018000000000000002,1.8949,,,,,,,,
9425,0.8300000000000001,0.064,8.5619,,,,,,,,
9930,0.88,0.064,-3.5472,,,,,,,,
5225,0.41000000000000003,0.148,21.2931,,,,,,,,
2643,0.16,0.034,19.6231,,,,,,,,
1620,0.06,0.008,15.5798,,,,,,,,
1844,0.07999999999999999,0.052000000000000005,16.4091,,,,,,,,
1440,0.04000000000000001,0.052000000000000005,15.0448,,,,,,,,
9957,0.88,0.11800000000000001,2.9588,,,,,,,,
9704,0.86,0.016,-1.8423,,,,,,,,
9309,0.8200000000000001,0.034,7.6605,,,,,,,,
5227,0.41000000000000003,0.152,21.5641,,,,,,,,
9846,0.87,0.098,6.6608,,,,,,,,
9803,0.87,0.012,-3.0867,,,,,,,,
9990,0.88,0.184,5.5351,,,,,,,,
10176,0.9,0.152,-7.9828,,,,,,,,
9418,0.8300000000000001,0.05,7.297,,,,,,,,
6001,0.49,0.084,16.8958,,,,,,,,
3268,0.22,0.07200000000000001,18.6156,,,,,,,,
9963,0.88,0.13,3.622,,,,,,,,
9876,0.87,0.158,9.5252,,,,,,,,
4782,0.37,0.07,11.7678,,,,,,,,
9193,0.81,0.004,11.1157,,,,,,,,
9925,0.88,0.054,-4.968,,,,,,,,
9910,0.88,0.024,-6.1546,,,,,,,,
9938,0.88,0.08,-1.5711,,,,,,,,
5978,0.49,0.038,13.0081,,,,,,,,
9057,0.79,0.136,14.9315,,,,,,,,
1529,0.04999999999999999,0.028,15.1971,,,,,,,,
688,-0.04000000000000001,0.164,20.8934,,,,,,,,
9528,0.8400000000000001,0.068,8.147,,,,,,,,
10060,0.89,0.122,-6.3696,,,,,,,,
9929,0.88,0.062,-4.0104,,,,,,,,
9840,0.87,0.08600000000000001,5.2361,,,,,,,,
10034,0.89,0.07,-13.3142,,,,,,,,
10038,0.89,0.078,-12.3201,,,,,,,,
9955,0.88,0.114,2.6256,,,,,,,,
9292,0.8200000000000001,0.0,8.6381,,,,,,,,
9994,0.88,0.192,5.9433,,,,,,,,
10128,0.9,0.056,-19.56,,,,,,,,
10188,0.9,0.176,-7.4546,,,,,,,,
9995,0.88,0.194,5.9912,,,,,,,,
8383,0.7300000000000001,0.0,16.6203,,,,,,,,
9305,0.8200000000000001,0.026000000000000002,7.6078,,,,,,,,
126,-0.09000000000000001,0.05,16.8341,,,,,,,,
9834,0.87,0.074,3.0967,,,,,,,,
